PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PERF6685,EMP1099,2024-03-19,1,3,1,4,4,2,1,2
PERF6686,EMP1664,2022-01-25,4,5,3,0,1,4,5,5
PERF6687,EMP2398,2022-10-25,2,1,1,4,3,1,3,5
PERF6688,EMP2005,2022-09-15,2,4,4,3,4,3,3,1
PERF6689,EMP1894,2024-08-10,5,2,4,0,2,5,2,4
PERF6690,EMP1995,2024-10-09,2,4,4,0,3,4,3,3
PERF6691,EMP1963,2023-07-20,2,1,1,5,3,1,4,2
PERF6692,EMP2279,2023-06-25,4,3,5,2,2,3,3,1
PERF6693,EMP1921,2023-06-05,3,4,4,2,1,4,4,2
PERF6694,EMP1598,2023-11-18,4,4,3,1,1,5,2,3
PERF6695,EMP1749,2022-05-13,4,2,1,4,3,2,5,2
PERF6696,EMP1978,2022-09-26,5,4,2,2,2,4,4,1
PERF6697,EMP2059,2023-12-07,4,2,1,0,2,2,3,4
PERF6698,EMP1485,2024-06-10,5,4,3,5,3,3,5,4
PERF6699,EMP1923,2023-04-19,2,4,1,5,5,4,1,2
PERF6700,EMP1218,2022-10-06,1,4,1,2,2,2,4,1
PERF6701,EMP1826,2023-01-01,2,3,3,3,5,1,1,4
PERF6702,EMP1698,2022-10-23,2,4,5,1,3,3,2,2
PERF6703,EMP2420,2024-03-12,4,5,2,4,5,3,1,1
PERF6704,EMP1368,2023-09-08,1,2,3,0,5,1,1,3
PERF6705,EMP1431,2022-04-02,3,1,3,5,2,5,2,4
PERF6706,EMP1126,2024-02-16,5,1,2,4,2,1,1,3
PERF6707,EMP2499,2023-01-28,2,4,5,3,4,2,1,5
PERF6708,EMP2470,2023-10-25,3,2,3,0,2,3,5,2
PERF6709,EMP2280,2024-12-01,3,3,1,1,4,4,1,2
PERF6710,EMP1487,2023-09-22,5,3,1,2,3,5,5,4
PERF6711,EMP1082,2024-04-02,4,3,2,3,1,5,2,5
PERF6712,EMP1863,2023-01-20,5,1,2,2,5,5,3,2
PERF6713,EMP1526,2024-02-24,3,2,5,4,4,2,3,2
PERF6714,EMP1658,2023-04-17,5,2,1,2,2,5,2,3
PERF6715,EMP2118,2023-04-24,2,2,5,4,1,1,1,5
PERF6716,EMP1454,2022-05-30,4,2,2,1,1,4,5,4
PERF6717,EMP1452,2023-09-28,3,3,2,5,5,1,2,1
PERF6718,EMP2233,2022-08-11,5,2,1,4,0,3,5,2
PERF6719,EMP1539,2022-04-17,5,5,4,5,5,5,2,2
PERF6720,EMP1702,2022-09-08,5,3,5,5,2,3,2,3
PERF6721,EMP2005,2024-02-17,1,3,4,4,3,4,4,2
PERF6722,EMP1300,2024-12-17,5,4,3,2,3,1,2,1
PERF6723,EMP1069,2023-04-11,3,4,3,4,2,5,4,3
PERF6724,EMP1045,2022-11-21,1,4,2,0,3,3,5,3
PERF6725,EMP2005,2023-10-12,2,3,2,4,2,5,4,2
PERF6726,EMP1258,2022-12-08,1,2,5,2,3,4,3,5
PERF6727,EMP1049,2024-01-05,2,4,1,4,3,1,2,4
PERF6728,EMP1319,2022-06-29,5,4,3,4,5,5,4,5
PERF6729,EMP1570,2022-05-05,2,1,3,2,5,1,5,4
PERF6730,EMP1273,2022-09-07,5,1,3,5,3,5,1,4
PERF6731,EMP2283,2022-08-10,5,4,4,0,5,4,4,1
PERF6732,EMP1295,2022-03-24,4,2,3,1,0,3,2,5
PERF6733,EMP2128,2024-04-28,2,1,4,3,3,2,1,4
PERF6734,EMP1677,2022-05-17,5,4,2,0,1,2,4,1
PERF6735,EMP1625,2023-07-21,3,4,4,2,4,5,2,2
PERF6736,EMP2213,2022-06-17,1,3,1,2,5,4,5,5
PERF6737,EMP2236,2023-01-07,5,4,5,2,3,3,3,1
PERF6738,EMP1907,2023-05-21,3,2,1,5,1,1,1,5
PERF6739,EMP1845,2024-09-28,5,2,3,4,1,2,1,2
PERF6740,EMP1898,2023-03-20,1,5,2,1,1,3,4,4
PERF6741,EMP1368,2023-05-09,5,4,1,5,4,1,2,4
PERF6742,EMP2189,2022-03-10,1,1,4,2,0,3,3,3
PERF6743,EMP1349,2024-07-23,5,3,4,0,2,4,4,4
PERF6744,EMP1754,2023-05-23,3,4,5,0,1,2,2,1
PERF6745,EMP1735,2022-01-02,2,4,1,0,3,3,2,1
PERF6746,EMP1789,2023-08-15,2,1,2,0,2,3,2,4
PERF6747,EMP2339,2022-11-03,2,4,3,5,4,3,3,1
PERF6748,EMP1529,2022-08-02,5,1,4,3,4,4,1,4
PERF6749,EMP1703,2022-11-24,4,4,2,5,4,2,4,3
PERF6750,EMP1151,2024-11-17,1,3,5,5,3,5,2,3
PERF6751,EMP2258,2024-12-05,5,1,5,0,2,3,2,1
PERF6752,EMP1544,2022-02-08,3,3,5,5,3,4,3,4
PERF6753,EMP2396,2022-11-22,1,5,3,5,1,4,3,2
PERF6754,EMP2469,2022-05-01,5,2,3,2,3,4,5,2
PERF6755,EMP2233,2022-11-08,3,3,1,4,2,1,4,1
PERF6756,EMP1289,2023-09-22,4,4,2,1,0,3,2,2
PERF6757,EMP1385,2022-06-16,4,5,3,0,4,1,4,5
PERF6758,EMP1187,2022-11-24,5,1,1,5,1,1,3,1
PERF6759,EMP1859,2022-12-11,4,5,5,2,1,4,1,3
PERF6760,EMP1973,2022-04-12,1,1,4,1,2,4,4,3
PERF6761,EMP2076,2023-07-05,1,1,2,5,2,5,5,3
PERF6762,EMP1796,2022-12-16,5,2,2,1,3,5,2,3
PERF6763,EMP1110,2024-11-30,4,2,4,4,3,1,5,1
PERF6764,EMP2252,2024-11-23,4,2,5,1,4,5,5,1
PERF6765,EMP1407,2023-07-29,4,2,1,4,5,5,2,1
PERF6766,EMP1030,2022-12-21,3,1,3,0,3,5,2,5
PERF6767,EMP2126,2023-02-10,2,3,4,1,5,3,4,5
PERF6768,EMP2105,2022-10-03,3,3,3,5,0,5,3,5
PERF6769,EMP1204,2022-09-15,3,2,4,0,0,3,5,1
PERF6770,EMP1503,2022-07-10,4,1,4,5,4,5,4,5
PERF6771,EMP1568,2023-08-27,4,2,3,3,3,5,3,3
PERF6772,EMP2190,2023-06-15,3,3,3,0,5,1,2,4
PERF6773,EMP2232,2024-01-02,2,2,1,0,2,2,1,3
PERF6774,EMP2045,2022-11-28,5,5,3,4,1,1,1,3
PERF6775,EMP1171,2023-06-12,3,1,2,5,2,1,5,1
PERF6776,EMP1291,2024-06-26,3,5,2,5,3,5,1,3
PERF6777,EMP2089,2023-02-22,1,4,3,1,3,1,5,2
PERF6778,EMP1140,2023-01-03,5,4,4,1,2,1,2,3
PERF6779,EMP1413,2024-07-03,1,1,4,1,2,2,4,1
PERF6780,EMP2317,2022-03-28,5,4,5,2,2,4,5,1
PERF6781,EMP2181,2024-02-07,1,5,1,1,0,5,3,1
PERF6782,EMP2365,2022-07-20,5,5,2,5,3,4,3,3
PERF6783,EMP1464,2022-07-14,2,3,5,0,4,1,5,5
PERF6784,EMP2343,2023-05-13,1,3,3,4,5,1,2,5
PERF6785,EMP1064,2023-04-08,2,1,1,0,4,2,5,4
PERF6786,EMP1401,2023-12-24,1,3,2,0,4,2,2,1
PERF6787,EMP1940,2023-04-14,5,2,4,2,4,5,4,4
PERF6788,EMP2196,2024-11-06,5,3,2,3,0,5,2,2
PERF6789,EMP1801,2022-04-04,5,1,2,3,1,5,2,1
PERF6790,EMP1341,2024-05-24,4,3,4,0,3,4,1,2
PERF6791,EMP1208,2023-09-01,5,5,2,0,4,1,1,2
PERF6792,EMP1479,2023-12-08,4,4,4,3,0,3,1,3
PERF6793,EMP1783,2024-09-17,1,4,3,0,0,2,5,1
PERF6794,EMP1053,2024-09-05,2,1,1,5,0,1,5,5
PERF6795,EMP1461,2023-05-08,3,5,3,1,5,3,2,5
PERF6796,EMP1749,2022-09-24,2,2,3,4,2,2,3,4
PERF6797,EMP1999,2024-03-17,4,2,2,5,5,3,3,4
PERF6798,EMP1596,2023-06-29,4,5,5,2,0,2,4,1
PERF6799,EMP2428,2023-06-26,5,3,1,5,4,4,4,3
PERF6800,EMP1555,2022-07-29,3,3,2,3,1,1,5,2
PERF6801,EMP1344,2022-03-19,1,2,3,4,0,5,4,3
PERF6802,EMP1965,2022-10-24,2,2,3,5,2,2,4,5
PERF6803,EMP1170,2022-10-27,2,4,2,5,3,5,3,2
PERF6804,EMP1529,2024-11-12,5,5,3,4,5,3,5,2
PERF6805,EMP1000,2024-12-21,1,1,1,5,2,2,5,1
PERF6806,EMP1093,2022-05-15,2,4,4,5,2,5,2,2
PERF6807,EMP1133,2024-09-20,2,2,4,4,0,1,5,2
PERF6808,EMP2234,2024-05-17,5,2,2,5,1,3,1,3
PERF6809,EMP1532,2024-09-30,4,1,3,4,1,5,4,1
PERF6810,EMP1535,2022-12-10,3,5,1,4,1,2,5,2
PERF6811,EMP1444,2022-09-04,2,3,3,4,1,4,2,5
PERF6812,EMP1070,2024-10-31,4,5,1,0,2,2,5,5
PERF6813,EMP1195,2024-07-07,3,3,1,4,3,2,5,1
PERF6814,EMP1039,2023-09-16,5,3,3,1,4,3,4,5
PERF6815,EMP1212,2024-09-22,1,4,4,0,1,5,1,3
PERF6816,EMP2270,2022-08-09,3,4,3,2,0,1,2,5
PERF6817,EMP1132,2023-02-21,4,2,2,4,4,2,3,2
PERF6818,EMP1790,2023-11-04,1,4,3,5,3,4,4,1
PERF6819,EMP1218,2024-05-27,4,3,2,5,0,4,2,5
PERF6820,EMP1280,2022-08-02,5,1,4,0,1,5,3,1
PERF6821,EMP1136,2024-01-28,2,5,4,3,5,1,1,2
PERF6822,EMP2293,2023-09-01,1,3,3,1,1,5,3,4
PERF6823,EMP1316,2022-09-24,4,3,4,5,5,2,1,1
PERF6824,EMP1024,2022-08-19,3,1,2,4,0,2,5,2
PERF6825,EMP1565,2022-01-23,4,3,2,0,3,5,1,2
PERF6826,EMP2017,2023-07-17,1,5,4,3,2,4,4,3
PERF6827,EMP2291,2024-09-18,4,5,2,4,3,1,3,5
PERF6828,EMP1056,2023-08-28,3,4,4,2,2,4,4,4
PERF6829,EMP2453,2023-10-11,4,1,2,2,1,4,3,4
PERF6830,EMP1989,2022-04-18,1,5,2,5,2,3,1,4
PERF6831,EMP1663,2024-01-22,3,2,5,4,1,5,1,5
PERF6832,EMP1302,2022-07-13,4,3,1,1,5,2,5,2
PERF6833,EMP1332,2024-09-02,3,2,3,0,3,2,5,4
PERF6834,EMP2144,2023-07-30,1,4,1,2,0,5,4,5
PERF6835,EMP1357,2024-06-28,4,2,1,2,2,4,5,2
PERF6836,EMP2321,2023-12-04,2,5,4,0,3,5,5,4
PERF6837,EMP2296,2024-10-31,1,4,3,4,5,2,1,4
PERF6838,EMP1898,2022-06-02,1,4,3,3,0,2,3,4
PERF6839,EMP1160,2024-03-21,2,1,1,0,0,3,5,5
PERF6840,EMP1359,2023-09-27,5,2,2,1,2,4,4,4
PERF6841,EMP2191,2024-03-15,4,2,2,4,4,4,4,2
PERF6842,EMP1276,2023-12-28,2,1,1,2,1,4,3,1
PERF6843,EMP1394,2024-02-17,4,2,3,1,3,5,4,4
PERF6844,EMP2336,2022-02-13,1,2,4,1,0,1,3,1
PERF6845,EMP1663,2023-07-20,5,4,3,2,5,2,3,5
PERF6846,EMP1666,2023-11-18,1,3,2,4,0,2,1,4
PERF6847,EMP1551,2022-03-01,4,5,1,5,4,3,1,5
PERF6848,EMP2191,2024-05-19,1,5,4,0,0,1,4,5
PERF6849,EMP2375,2022-05-16,1,3,4,5,3,2,3,5
PERF6850,EMP1032,2022-11-06,2,1,1,5,3,2,3,1
PERF6851,EMP2203,2022-11-28,1,4,2,2,3,4,3,1
PERF6852,EMP1241,2022-11-09,5,4,3,0,5,2,2,2
PERF6853,EMP1196,2022-12-02,1,5,2,2,1,4,5,2
PERF6854,EMP2318,2022-06-27,1,1,2,0,4,3,2,1
PERF6855,EMP1411,2022-03-31,4,3,5,4,0,4,3,1
PERF6856,EMP1511,2024-07-26,5,3,2,2,2,3,1,4
PERF6857,EMP2470,2023-05-12,1,3,5,3,2,5,2,5
PERF6858,EMP2076,2023-08-11,5,1,2,1,5,4,1,3
PERF6859,EMP2030,2024-07-15,1,4,5,2,4,4,3,1
PERF6860,EMP1876,2024-07-02,5,2,5,2,4,5,3,2
PERF6861,EMP1555,2024-11-20,5,3,2,2,4,4,4,4
PERF6862,EMP1644,2024-04-10,5,2,4,3,3,2,4,4
PERF6863,EMP2179,2022-09-03,2,4,2,1,0,5,1,5
PERF6864,EMP1781,2024-05-14,4,1,2,5,3,5,2,1
PERF6865,EMP1803,2022-07-28,3,5,4,1,2,2,1,3
PERF6866,EMP1682,2022-10-20,1,3,3,5,5,4,1,1
PERF6867,EMP2127,2024-07-02,3,3,1,4,5,3,4,5
PERF6868,EMP2498,2024-10-10,3,5,4,0,0,5,4,4
PERF6869,EMP1984,2022-10-05,5,3,5,5,1,4,3,5
PERF6870,EMP1114,2023-07-25,5,3,4,4,2,2,4,4
PERF6871,EMP1388,2023-11-11,5,1,3,2,4,4,4,2
PERF6872,EMP1282,2022-03-26,5,3,1,2,3,4,4,3
PERF6873,EMP1059,2023-03-18,4,5,2,3,1,5,2,3
PERF6874,EMP2197,2023-03-26,5,5,1,5,2,1,4,3
PERF6875,EMP2295,2023-09-21,2,2,4,5,5,5,3,2
PERF6876,EMP1241,2024-07-04,2,1,1,4,1,4,2,2
PERF6877,EMP1320,2023-06-04,2,4,1,2,5,2,1,4
PERF6878,EMP1968,2022-11-02,2,5,4,4,4,2,5,3
PERF6879,EMP2118,2022-09-05,5,2,2,0,4,3,2,5
PERF6880,EMP1165,2022-11-20,5,5,5,5,4,3,5,2
PERF6881,EMP1950,2022-10-22,3,5,5,0,3,2,5,3
PERF6882,EMP1904,2023-03-22,2,4,1,3,0,5,5,2
PERF6883,EMP2491,2024-09-23,5,1,3,1,0,3,4,5
PERF6884,EMP1811,2023-11-04,5,1,2,3,1,1,4,1
PERF6885,EMP1238,2023-12-01,1,1,1,1,5,2,4,1
PERF6886,EMP2174,2024-02-20,1,4,3,5,3,3,4,2
PERF6887,EMP2334,2022-09-02,3,4,2,4,4,4,4,4
PERF6888,EMP2134,2024-12-14,2,1,4,0,1,4,5,3
PERF6889,EMP2356,2022-08-12,4,4,3,5,4,3,2,5
PERF6890,EMP2496,2024-12-20,1,4,5,5,3,4,1,5
PERF6891,EMP1296,2022-09-26,3,5,5,0,3,5,5,1
PERF6892,EMP1995,2023-02-04,5,5,4,0,3,3,2,1
PERF6893,EMP1829,2022-02-06,3,3,5,4,4,3,4,5
PERF6894,EMP2382,2022-03-01,2,3,1,1,1,2,2,2
PERF6895,EMP1018,2024-03-10,5,2,2,4,0,5,1,3
PERF6896,EMP1755,2023-05-04,1,3,4,3,5,1,5,4
PERF6897,EMP1923,2022-01-16,4,3,2,2,3,4,4,5
PERF6898,EMP1852,2024-07-05,1,1,2,5,3,1,5,1
PERF6899,EMP1724,2024-04-19,3,5,4,0,0,4,1,4
PERF6900,EMP1913,2024-08-08,2,4,2,2,1,2,3,4
PERF6901,EMP2482,2024-04-17,4,1,2,2,0,3,5,4
PERF6902,EMP2082,2023-03-26,2,5,5,0,0,3,1,3
PERF6903,EMP1110,2024-09-23,4,3,1,2,5,4,5,3
PERF6904,EMP1905,2024-04-26,4,4,1,0,1,5,3,5
PERF6905,EMP1219,2023-01-25,2,2,1,1,3,3,1,4
PERF6906,EMP1793,2022-11-22,4,5,1,2,1,2,5,2
PERF6907,EMP2364,2023-01-17,4,2,2,3,3,4,1,3
PERF6908,EMP2229,2023-05-21,5,2,5,2,1,2,5,2
PERF6909,EMP1548,2023-05-24,1,5,3,0,2,4,5,1
PERF6910,EMP1946,2024-12-12,3,5,5,1,5,4,1,1
PERF6911,EMP2489,2024-04-12,2,1,5,3,0,5,3,3
PERF6912,EMP1002,2024-06-30,2,5,2,5,5,3,4,3
PERF6913,EMP1177,2024-10-05,3,4,3,1,2,5,3,3
PERF6914,EMP2455,2024-04-28,5,5,5,0,0,3,1,5
PERF6915,EMP1645,2024-06-11,1,5,3,5,0,5,1,4
PERF6916,EMP2283,2023-05-01,3,4,3,1,1,4,1,4
PERF6917,EMP1028,2022-08-17,5,1,2,1,3,3,4,1
PERF6918,EMP2485,2024-04-18,3,5,4,1,5,1,5,2
PERF6919,EMP1238,2023-10-29,4,2,3,4,2,2,2,1
PERF6920,EMP2011,2023-10-29,4,5,2,0,2,2,1,1
PERF6921,EMP1476,2024-07-04,1,2,3,3,4,5,3,1
PERF6922,EMP1150,2023-09-06,1,5,3,2,3,4,5,3
PERF6923,EMP1856,2022-09-07,1,1,3,4,3,4,2,3
PERF6924,EMP1289,2023-12-05,2,2,5,1,4,3,1,2
PERF6925,EMP2165,2022-10-22,4,3,4,5,5,1,4,2
PERF6926,EMP1146,2024-05-13,4,4,3,3,2,5,2,4
PERF6927,EMP1417,2022-03-13,5,3,4,0,5,2,5,1
PERF6928,EMP2233,2022-12-08,1,2,2,5,3,3,2,5
PERF6929,EMP2447,2023-09-18,3,5,5,4,4,2,1,3
PERF6930,EMP2474,2023-06-19,5,4,5,4,4,3,2,1
PERF6931,EMP1997,2024-04-19,3,5,3,4,0,3,1,4
PERF6932,EMP1323,2023-09-05,4,4,1,2,3,1,3,5
PERF6933,EMP1876,2022-11-08,5,5,2,0,1,5,1,3
PERF6934,EMP1980,2024-08-28,2,1,2,1,5,5,1,1
PERF6935,EMP1947,2024-07-17,1,3,4,3,4,1,1,4
PERF6936,EMP1736,2023-12-27,5,3,5,5,0,3,4,5
PERF6937,EMP1723,2023-05-23,1,2,1,2,3,5,5,5
PERF6938,EMP1943,2023-12-26,3,3,5,5,0,2,4,5
PERF6939,EMP2334,2023-09-26,2,1,3,5,4,5,4,4
PERF6940,EMP1367,2022-11-27,4,1,5,4,4,5,4,3
PERF6941,EMP1574,2023-04-21,1,2,4,4,5,2,5,3
PERF6942,EMP1301,2024-08-11,3,2,1,4,0,1,5,5
PERF6943,EMP1378,2024-04-05,4,2,2,3,0,5,5,5
PERF6944,EMP1058,2024-10-05,2,3,5,3,5,1,5,1
PERF6945,EMP1616,2022-08-28,5,3,2,3,3,4,2,4
PERF6946,EMP1274,2022-02-23,2,4,1,3,2,3,5,1
PERF6947,EMP1761,2023-04-05,1,1,4,1,0,3,2,2
PERF6948,EMP1955,2023-07-27,4,5,3,3,1,5,3,5
PERF6949,EMP1252,2023-07-07,1,4,5,2,1,3,5,5
PERF6950,EMP2409,2024-12-02,4,4,4,4,1,4,2,4
PERF6951,EMP2493,2022-05-25,2,4,1,5,1,4,4,4
PERF6952,EMP1508,2023-12-03,5,3,5,0,0,5,3,4
PERF6953,EMP1488,2023-11-28,5,1,5,1,4,5,4,3
PERF6954,EMP1856,2022-10-16,4,3,5,4,4,5,5,4
PERF6955,EMP1505,2023-12-30,3,2,4,0,5,4,5,5
PERF6956,EMP1125,2023-12-06,3,5,1,0,4,3,3,2
PERF6957,EMP1621,2023-06-21,5,2,2,3,1,3,2,5
PERF6958,EMP1251,2024-11-16,1,3,4,3,5,1,3,5
PERF6959,EMP1397,2022-03-27,5,2,3,0,1,2,1,4
PERF6960,EMP1656,2024-03-24,1,2,3,5,5,3,3,5
PERF6961,EMP1310,2023-06-24,2,2,1,3,1,3,4,2
PERF6962,EMP1091,2022-04-14,2,2,2,5,0,1,2,2
PERF6963,EMP1633,2023-08-10,3,4,4,0,3,4,2,3
PERF6964,EMP1886,2023-11-28,2,2,1,4,3,4,4,1
PERF6965,EMP1546,2023-10-12,2,4,4,2,3,4,5,1
PERF6966,EMP1111,2024-04-25,3,4,4,5,2,5,2,1
PERF6967,EMP1559,2023-11-20,1,2,2,5,4,1,4,1
PERF6968,EMP1378,2024-08-09,4,1,2,0,5,3,5,3
PERF6969,EMP1495,2023-03-05,2,5,5,5,3,2,3,2
PERF6970,EMP1948,2023-07-20,2,3,2,5,4,4,2,1
PERF6971,EMP2216,2022-06-11,2,4,3,2,1,1,1,3
PERF6972,EMP1373,2022-02-17,3,1,3,1,5,4,4,3
PERF6973,EMP1621,2024-07-12,5,2,1,2,2,5,2,5
PERF6974,EMP1306,2023-06-24,4,4,4,5,1,4,4,4
PERF6975,EMP2212,2024-05-07,2,4,1,5,2,4,1,3
PERF6976,EMP2129,2023-02-22,1,3,5,3,5,1,3,2
PERF6977,EMP1955,2022-01-17,1,4,1,0,0,5,4,5
PERF6978,EMP1246,2022-02-25,2,3,2,0,3,4,3,5
PERF6979,EMP1975,2024-12-05,1,1,1,1,4,3,2,4
PERF6980,EMP1886,2024-10-10,2,4,5,1,1,3,4,5
PERF6981,EMP1851,2022-06-06,1,2,2,5,4,2,5,1
PERF6982,EMP1629,2024-07-12,3,2,5,1,2,4,3,3
PERF6983,EMP1570,2024-09-27,5,5,1,2,3,2,3,5
PERF6984,EMP2088,2022-11-26,2,3,1,2,2,4,4,2
PERF6985,EMP1174,2023-08-22,4,3,5,4,5,5,1,5
PERF6986,EMP1776,2022-06-05,1,2,5,0,4,4,4,4
PERF6987,EMP1747,2023-06-16,5,3,3,2,1,2,2,1
PERF6988,EMP1622,2023-10-05,1,2,1,3,1,1,5,3
PERF6989,EMP2346,2022-05-18,4,5,1,3,2,4,1,1
PERF6990,EMP1541,2022-08-09,4,2,5,0,1,2,1,1
PERF6991,EMP1078,2024-08-25,4,4,5,0,4,2,1,3
PERF6992,EMP1735,2022-08-09,3,5,2,4,2,4,5,1
PERF6993,EMP1180,2022-01-14,5,3,2,2,5,2,1,1
PERF6994,EMP1457,2023-02-14,1,5,4,1,0,2,2,2
PERF6995,EMP2091,2023-01-04,1,4,4,3,4,2,1,3
PERF6996,EMP1912,2022-01-20,3,2,3,2,5,4,4,1
PERF6997,EMP1405,2023-08-13,3,5,5,1,4,1,4,1
PERF6998,EMP1527,2022-11-02,4,4,4,2,5,1,5,3
PERF6999,EMP1833,2024-08-28,5,3,1,5,1,3,3,4
PERF7000,EMP1472,2023-03-31,2,5,3,2,5,5,1,2
PERF7001,EMP1422,2024-01-05,1,4,4,5,1,1,1,5
PERF7002,EMP1974,2022-08-31,4,4,2,0,3,5,2,5
PERF7003,EMP1776,2022-10-10,1,1,2,4,3,2,3,4
PERF7004,EMP1305,2023-01-30,2,3,1,5,0,3,3,5
PERF7005,EMP2392,2022-01-25,2,2,2,5,3,5,3,5
PERF7006,EMP1685,2023-03-15,2,3,2,4,0,3,3,3
PERF7007,EMP1449,2022-10-25,5,4,1,3,4,2,4,1
PERF7008,EMP2171,2022-10-18,5,2,4,4,2,1,3,4
PERF7009,EMP2258,2023-06-21,2,2,1,4,2,5,1,3
PERF7010,EMP2170,2024-12-08,2,1,3,3,4,4,1,4
PERF7011,EMP2250,2024-08-03,4,3,4,3,4,1,4,4
PERF7012,EMP2340,2022-10-22,4,1,2,4,0,2,1,3
PERF7013,EMP1741,2024-03-13,5,3,4,1,1,4,5,5
PERF7014,EMP2473,2023-10-16,4,1,3,2,3,1,2,5
PERF7015,EMP2187,2023-04-13,3,5,2,3,5,2,3,3
PERF7016,EMP2131,2023-03-05,1,2,4,3,1,1,4,4
PERF7017,EMP2095,2023-03-22,5,2,3,5,5,1,4,1
PERF7018,EMP2197,2023-01-02,1,2,3,5,4,3,3,5
PERF7019,EMP1282,2023-12-30,1,5,4,5,2,5,5,2
PERF7020,EMP1990,2023-04-07,4,1,1,4,2,5,3,2
PERF7021,EMP1214,2022-12-27,4,3,2,5,3,2,2,2
PERF7022,EMP1870,2022-02-21,4,3,5,2,0,4,5,5
PERF7023,EMP1847,2023-02-20,4,1,3,0,3,2,3,5
PERF7024,EMP2381,2023-09-12,3,5,2,5,3,5,5,3
PERF7025,EMP2041,2023-09-29,5,1,4,4,5,4,3,3
PERF7026,EMP2372,2022-07-21,5,1,4,4,2,2,3,4
PERF7027,EMP1850,2024-02-06,1,1,4,0,5,4,2,1
PERF7028,EMP2072,2022-05-13,5,4,3,5,4,4,4,2
PERF7029,EMP2323,2023-02-03,1,2,3,2,0,1,1,1
PERF7030,EMP1362,2022-06-12,5,5,1,4,3,2,3,5
PERF7031,EMP2127,2022-08-03,1,3,1,2,0,2,2,4
PERF7032,EMP2494,2022-11-11,1,1,4,1,0,4,3,2
PERF7033,EMP1399,2024-01-28,4,1,3,2,5,3,2,3
PERF7034,EMP2348,2024-07-24,5,2,5,3,1,2,4,2
PERF7035,EMP2062,2022-04-05,5,5,3,3,5,3,2,2
PERF7036,EMP2487,2024-05-15,4,1,2,3,5,3,4,5
PERF7037,EMP1295,2022-05-31,2,4,4,1,5,1,3,1
PERF7038,EMP1009,2022-08-27,4,4,1,2,0,4,5,5
PERF7039,EMP2047,2024-03-11,1,3,2,5,1,5,4,1
PERF7040,EMP1306,2024-07-23,3,2,3,4,3,1,1,5
PERF7041,EMP1595,2023-03-02,1,5,2,0,5,5,4,2
PERF7042,EMP2410,2022-11-10,3,5,1,4,2,2,1,5
PERF7043,EMP2421,2022-12-21,1,5,3,1,4,1,4,3
PERF7044,EMP1477,2024-09-26,5,4,1,0,4,3,2,4
PERF7045,EMP2244,2022-05-18,5,1,1,4,5,3,2,3
PERF7046,EMP1752,2022-04-13,1,3,3,2,3,2,3,2
PERF7047,EMP1150,2022-03-05,2,1,4,0,2,4,4,2
PERF7048,EMP1064,2022-08-25,2,5,4,5,5,1,3,4
PERF7049,EMP1538,2022-03-28,1,5,5,1,5,1,5,5
PERF7050,EMP2120,2023-07-26,4,4,4,2,0,5,5,2
PERF7051,EMP1840,2024-03-12,3,3,3,4,5,1,3,3
PERF7052,EMP2126,2023-03-07,5,1,1,3,3,5,5,4
PERF7053,EMP2336,2022-04-06,3,5,5,3,1,1,2,5
PERF7054,EMP2255,2023-08-02,4,1,5,1,4,4,5,2
PERF7055,EMP1058,2023-04-24,2,1,2,3,2,1,3,1
PERF7056,EMP2053,2023-02-05,3,5,4,2,4,1,2,3
PERF7057,EMP1021,2024-10-17,4,1,3,5,2,2,5,5
PERF7058,EMP2407,2023-06-18,5,2,1,4,2,5,1,5
PERF7059,EMP1348,2024-11-02,2,3,3,3,0,5,5,2
PERF7060,EMP1540,2022-06-02,3,2,2,1,1,2,1,1
PERF7061,EMP1663,2022-03-03,1,2,1,0,5,1,1,5
PERF7062,EMP1516,2022-04-11,4,2,2,2,4,3,4,3
PERF7063,EMP1991,2023-11-22,1,1,5,2,3,3,3,4
PERF7064,EMP2019,2024-05-18,4,5,5,0,1,1,3,3
PERF7065,EMP1685,2022-01-30,2,1,2,0,2,3,2,4
PERF7066,EMP2041,2022-03-15,1,2,4,4,1,1,2,2
PERF7067,EMP1502,2023-01-17,2,2,1,0,4,4,2,1
PERF7068,EMP1186,2023-01-04,4,1,2,0,2,4,4,1
PERF7069,EMP2493,2024-05-03,2,4,2,4,5,3,5,2
PERF7070,EMP2435,2022-04-03,1,4,4,0,0,5,4,4
PERF7071,EMP2121,2023-03-16,2,1,4,0,0,3,2,4
PERF7072,EMP1060,2022-06-19,4,1,2,4,3,3,1,3
PERF7073,EMP1804,2023-01-26,4,4,5,2,4,1,3,3
PERF7074,EMP1507,2024-09-01,2,5,5,2,1,5,1,1
PERF7075,EMP2294,2023-11-11,3,1,1,3,5,2,2,2
PERF7076,EMP1406,2023-05-24,5,2,4,1,5,2,1,4
PERF7077,EMP2098,2023-07-05,2,2,4,0,0,2,2,5
PERF7078,EMP2131,2022-06-29,2,3,3,1,4,2,3,4
PERF7079,EMP2360,2022-05-15,2,1,4,1,3,3,2,1
PERF7080,EMP1969,2024-11-23,2,3,2,5,0,3,3,2
